Mod:Item:MetaData, Localized Name
lotr:item.termite, Exploding Termite
lotr:item.helmetUtumno, Utumno Helmet
lotr:item.bodyUtumno, Utumno Chestplate
lotr:item.legsUtumno, Utumno Leggings
lotr:item.bootsUtumno, Utumno Boots
lotr:item.flaxSeeds, Flax Seeds
lotr:item.flax, Flax
lotr:item.blueberry, Blueberries
lotr:item.blackberry, Blackberries
lotr:item.raspberry, Raspberries
lotr:item.cranberry, Cranberries
lotr:item.elderberry, Elderberries
lotr:item.chestnut, Conker
lotr:item.chestnutRoast, Roast Chestnut
lotr:item.blackUrukSteel, Black Uruk Steel Ingot
lotr:item.scimitarBlackUruk, Black Uruk Cleaver
lotr:item.daggerBlackUruk, Black Uruk Dagger
lotr:item.daggerBlackUrukPoisoned, Poisoned Black Uruk Dagger
lotr:item.spearBlackUruk, Black Uruk Spear
lotr:item.battleaxeBlackUruk, Black Uruk Battleaxe
lotr:item.hammerBlackUruk, Black Uruk Warhammer
lotr:item.helmetBlackUruk, Black Uruk Helmet
lotr:item.bodyBlackUruk, Black Uruk Chestplate
lotr:item.legsBlackUruk, Black Uruk Leggings
lotr:item.bootsBlackUruk, Black Uruk Boots
lotr:item.blackUrukBow, Black Uruk Bow
lotr:item.helmetNearHaradWarlord, Southron Champion Helmet
lotr:item.utumnoKey:0, Key of Ice
lotr:item.utumnoKey:1, Key of Obsidian
lotr:item.utumnoKey:2, Key Handle
lotr:item.utumnoKey:3, Key Shaft
lotr:item.utumnoKey:4, Key Pin
lotr:item.utumnoKey:5, Key Handle
lotr:item.utumnoKey:6, Key Shaft
lotr:item.utumnoKey:7, Key Pin
lotr:item.swordUtumno, Utumno Sword
lotr:item.daggerUtumno, Utumno Dagger
lotr:item.daggerUtumnoPoisoned, Poisoned Utumno Dagger
lotr:item.spearUtumno, Utumno Spear
lotr:item.battleaxeUtumno, Utumno Battleaxe
lotr:item.hammerUtumno, Utumno Warhammer
lotr:item.utumnoBow, Utumno Bow
lotr:item.mugCactusLiqueur:0, Cactus Liqueur
lotr:item.mugCactusLiqueur:1, Cactus Liqueur
lotr:item.mugCactusLiqueur:2, Cactus Liqueur
lotr:item.mugCactusLiqueur:3, Cactus Liqueur
lotr:item.mugCactusLiqueur:4, Cactus Liqueur
lotr:item.rohanBow, Rohirric Bow
lotr:item.gondorBow, Gondorian Bow
lotr:item.highElvenBow, Lindon Bow
lotr:item.utumnoPickaxe, Pickaxe of the Underworld
lotr:item.balrogWhip, Balrog Whip
lotr:item.battleaxeIron, Iron Battleaxe
lotr:item.battleaxeBronze, Bronze Battleaxe
lotr:item.bronzeCrossbow, Bronze Crossbow
lotr:item.conquestHorn, Warhorn
lotr:item.helmetHalfTroll, Half-troll Helmet
lotr:item.bodyHalfTroll, Half-troll Chestplate
lotr:item.legsHalfTroll, Half-troll Leggings
lotr:item.bootsHalfTroll, Half-troll Boots
lotr:item.battleaxeHalfTroll, Half-troll Battleaxe
lotr:item.hammerHalfTroll, Half-troll Warhammer
lotr:item.maceHalfTroll, Half-troll Mace
lotr:item.scimitarHalfTroll, Half-troll Scimitar
lotr:item.daggerHalfTroll, Half-troll Dagger
lotr:item.daggerHalfTrollPoisoned, Poisoned Half-troll Dagger
lotr:item.mugTorogDraught:0, Torog Draught
lotr:item.mugTorogDraught:1, Torog Draught
lotr:item.mugTorogDraught:2, Torog Draught
lotr:item.mugTorogDraught:3, Torog Draught
lotr:item.mugTorogDraught:4, Torog Draught
lotr:item.berryPie, Berry Pie
lotr:item.mugBlueberryJuice:0, Blueberry Juice
lotr:item.mugBlackberryJuice:0, Blackberry Juice
lotr:item.mugRaspberryJuice:0, Raspberry Juice
lotr:item.mugCranberryJuice:0, Cranberry Juice
lotr:item.mugElderberryJuice:0, Elderberry Juice
lotr:item.rhinoArmorHalfTroll, Half-troll Rhino Armor
lotr:item.helmetDwarvenSilver, Silver-trimmed Dwarven Helmet
lotr:item.bodyDwarvenSilver, Silver-trimmed Dwarven Chestplate
lotr:item.legsDwarvenSilver, Silver-trimmed Dwarven Leggings
lotr:item.bootsDwarvenSilver, Silver-trimmed Dwarven Boots
lotr:item.helmetDwarvenGold, Gold-trimmed Dwarven Helmet
lotr:item.bodyDwarvenGold, Gold-trimmed Dwarven Chestplate
lotr:item.legsDwarvenGold, Gold-trimmed Dwarven Leggings
lotr:item.bootsDwarvenGold, Gold-trimmed Dwarven Boots
lotr:item.helmetDwarvenMithril, Mithril-trimmed Dwarven Helmet
lotr:item.bodyDwarvenMithril, Mithril-trimmed Dwarven Chestplate
lotr:item.legsDwarvenMithril, Mithril-trimmed Dwarven Leggings
lotr:item.bootsDwarvenMithril, Mithril-trimmed Dwarven Boots
lotr:item.torogStew, Torog Stew
lotr:item.elfSteel, Elven Steel Ingot
lotr:item.swordDolAmroth, Dol Amroth Sword
lotr:item.helmetDolAmroth, Dol Amroth Helmet
lotr:item.bodyDolAmroth, Dol Amroth Chestplate
lotr:item.legsDolAmroth, Dol Amroth Leggings
lotr:item.bootsDolAmroth, Dol Amroth Boots
lotr:item.horseArmorDolAmroth, Dol Amroth Horse Armor
lotr:item.swanFeather, Swan Feather
lotr:item.daggerMoredain, Morwaith Dagger
lotr:item.daggerMoredainPoisoned, Poisoned Morwaith Dagger
lotr:item.battleaxeMoredain, Morwaith Battleaxe
lotr:item.spearMoredain, Morwaith Spear
lotr:item.helmetMoredain, Morwaith Helmet
lotr:item.bodyMoredain, Morwaith Chestplate
lotr:item.legsMoredain, Morwaith Leggings
lotr:item.bootsMoredain, Morwaith Boots
lotr:item.helmetMoredainLion, Morwaith Chieftain Helmet
lotr:item.bodyMoredainLion, Morwaith Chieftain Chestplate
lotr:item.legsMoredainLion, Morwaith Chieftain Leggings
lotr:item.bootsMoredainLion, Morwaith Chieftain Boots
lotr:item.helmetHaradRobes, Harad Turban
lotr:item.bodyHaradRobes, Harad Robe
lotr:item.legsHaradRobes, Harad Robe Leggings
lotr:item.bootsHaradRobes, Harad Robe Shoes
lotr:item.helmetBone, Bone Helmet
lotr:item.bodyBone, Bone Chestplate
lotr:item.legsBone, Bone Leggings
lotr:item.bootsBone, Bone Boots
lotr:item.cram, Cram
lotr:item.throwingAxeBronze, Bronze Throwing Axe
lotr:item.throwingAxeIron, Iron Throwing Axe
lotr:item.bossTrophy:0, Hill-troll Chieftain Skull
lotr:item.bossTrophy:1, Mallorn Ent Trunk
lotr:item.swordGondolin, Gondolinian Sword
lotr:item.maceMallornCharred, Charred Mallorn Mace
lotr:item.lemon, Lemon
lotr:item.lemonCake, Lemon Cake
lotr:item.orange, Orange
lotr:item.mugOrangeJuice:0, Orange Juice
lotr:item.mugLemonLiqueur:0, Lemon Liqueur
lotr:item.mugLemonLiqueur:1, Lemon Liqueur
lotr:item.mugLemonLiqueur:2, Lemon Liqueur
lotr:item.mugLemonLiqueur:3, Lemon Liqueur
lotr:item.mugLemonLiqueur:4, Lemon Liqueur
lotr:item.mugLemonade:0, Lemonade
lotr:item.helmetGondolin, Gondolinian Helmet
lotr:item.bodyGondolin, Gondolinian Chestplate
lotr:item.legsGondolin, Gondolinian Leggings
lotr:item.bootsGondolin, Gondolinian Boots
lotr:item.lime, Lime
lotr:item.mugLimeLiqueur:0, Lime Liqueur
lotr:item.mugLimeLiqueur:1, Lime Liqueur
lotr:item.mugLimeLiqueur:2, Lime Liqueur
lotr:item.mugLimeLiqueur:3, Lime Liqueur
lotr:item.mugLimeLiqueur:4, Lime Liqueur
lotr:item.helmetRohanMarshal, Rohirric Marshal Helmet
lotr:item.bodyRohanMarshal, Rohirric Marshal Chestplate
lotr:item.legsRohanMarshal, Rohirric Marshal Leggings
lotr:item.bootsRohanMarshal, Rohirric Marshal Boots
lotr:item.obsidianShard, Obsidian Shard
lotr:item.shovelTauredain, Taurethrim Shovel
lotr:item.pickaxeTauredain, Taurethrim Pickaxe
lotr:item.axeTauredain, Taurethrim Axe
lotr:item.hoeTauredain, Taurethrim Hoe
lotr:item.daggerTauredain, Taurethrim Dagger
lotr:item.daggerTauredainPoisoned, Poisoned Taurethrim Dagger
lotr:item.spearTauredain, Taurethrim Spear
lotr:item.swordTauredain, Taurethrim Sword
lotr:item.helmetTauredain, Taurethrim Helmet
lotr:item.bodyTauredain, Taurethrim Chestplate
lotr:item.legsTauredain, Taurethrim Leggings
lotr:item.bootsTauredain, Taurethrim Boots
lotr:item.helmetTauredainChieftain, Taurethrim Chieftain Helmet
lotr:item.poleaxeNearHarad, Umbaric Poleaxe
lotr:item.pikeUruk, Uruk Pike
lotr:item.horseArmorNearHarad, Coast Southron Horse Armor
lotr:item.polearmOrc, Mordor Warscythe
lotr:item.lanceDolAmroth, Dol Amroth Lance
lotr:item.polearmHighElven, Lindon Battlestaff
lotr:item.polearmElven, Galadhrim Battlestaff
lotr:item.polearmWoodElven, Wood-elven Battlestaff
lotr:item.tauredainBlowgun, Taurethrim Blowgun
lotr:item.tauredainDart, Taurethrim Dart
lotr:item.tauredainDartPoisoned, Poisoned Taurethrim Dart
lotr:item.daggerBarrow, Barrow-blade
lotr:item.daggerBarrowPoisoned, Poisoned Barrow-blade
lotr:item.muttonRaw, Raw Mutton
lotr:item.muttonCooked, Cooked Mutton
lotr:item.maceNearHarad, Umbaric Mace
lotr:item.mugTauredainCocoa:0, Taurethrim Cocoa
lotr:item.mugTauredainCocoa:1, Taurethrim Cocoa
lotr:item.mugTauredainCocoa:2, Taurethrim Cocoa
lotr:item.mugTauredainCocoa:3, Taurethrim Cocoa
lotr:item.mugTauredainCocoa:4, Taurethrim Cocoa
lotr:item.hithlain, Hithlain
lotr:item.helmetHithlain, Galadhrim Cloak Hood
lotr:item.bodyHithlain, Galadhrim Cloak Tunic
lotr:item.legsHithlain, Galadhrim Cloak Leggings
lotr:item.bootsHithlain, Galadhrim Cloak Boots
lotr:item.boarArmorDwarven, Dwarven Boar Armor
lotr:item.boarArmorBlueDwarven, Blue Dwarven Boar Armor
lotr:item.pikeHalfTroll, Half-troll Pike
lotr:item.pikeIron, Iron Pike
lotr:item.tauredainDoubleTorch, Taurethrim Torch
lotr:item.helmetTauredainGold, Golden Taurethrim Helmet
lotr:item.bodyTauredainGold, Golden Taurethrim Chestplate
lotr:item.legsTauredainGold, Golden Taurethrim Leggings
lotr:item.bootsTauredainGold, Golden Taurethrim Boots
lotr:item.mugTauredainCure:0, Jungle Remedy
lotr:item.tauredainAmulet, Taurethrim Amulet
lotr:item.pikeDwarven, Dwarven Pike
lotr:item.pikeBlueDwarven, Blue Dwarven Pike
lotr:item.corn, Corn
lotr:item.daggerDolAmroth, Dol Amroth Dagger
lotr:item.daggerDolAmrothPoisoned, Poisoned Dol Amroth Dagger
lotr:item.helmetGundabadUruk, Gundabad Uruk Helmet
lotr:item.bodyGundabadUruk, Gundabad Uruk Chestplate
lotr:item.legsGundabadUruk, Gundabad Uruk Leggings
lotr:item.bootsGundabadUruk, Gundabad Uruk Boots
lotr:item.lanceGondor, Gondorian Lance
lotr:item.swordGundabadUruk, Gundabad Uruk Cleaver
lotr:item.battleaxeGundabadUruk, Gundabad Uruk Waraxe
lotr:item.hammerGundabadUruk, Gundabad Uruk Bludgeon
lotr:item.helmetUrukBerserker, Uruk Berserker Helmet
lotr:item.scimitarUrukBerserker, Uruk Berserker Cleaver
lotr:item.mugCornLiquor:0, Corn Liquor
lotr:item.mugCornLiquor:1, Corn Liquor
lotr:item.mugCornLiquor:2, Corn Liquor
lotr:item.mugCornLiquor:3, Corn Liquor
lotr:item.mugCornLiquor:4, Corn Liquor
lotr:item.gateGear, Gate Gears
lotr:item.wargFurBed, Fur Bed
lotr:item.deerRaw, Raw Venison
lotr:item.deerCooked, Cooked Venison
lotr:item.kebab, Kebab
lotr:item.lanceRohan, Rohirric Lance
lotr:item.cornCooked, Cooked Corn
lotr:item.shishKebab, Shish Kebab
lotr:item.longspearElven, Galadhrim Longspear
lotr:item.longspearHighElven, Lindon Longspear
lotr:item.longspearWoodElven, Wood-elven Longspear
lotr:item.ringil, Ringil
lotr:item.halberdMithril, Mithril Halberd
lotr:item.leek, Leek
lotr:item.leekSoup, Leek Soup
lotr:item.turnip, Turnip
lotr:item.camelRaw, Raw Camel
lotr:item.camelCooked, Cooked Camel
lotr:item.swordDale, Dalish Sword
lotr:item.daggerDale, Dalish Dagger
lotr:item.daggerDalePoisoned, Poisoned Dalish Dagger
lotr:item.spearDale, Dalish Spear
lotr:item.battleaxeDale, Dalish Battleaxe
lotr:item.helmetDale, Dalish Helmet
lotr:item.bodyDale, Dalish Chestplate
lotr:item.legsDale, Dalish Leggings
lotr:item.bootsDale, Dalish Boots
lotr:item.helmetDorwinion, Dorwinion Helmet
lotr:item.bodyDorwinion, Dorwinion Chestplate
lotr:item.legsDorwinion, Dorwinion Leggings
lotr:item.bootsDorwinion, Dorwinion Boots
lotr:item.helmetDorwinionElf, Dorwinion Elven Helmet
lotr:item.bodyDorwinionElf, Dorwinion Elven Chestplate
lotr:item.legsDorwinionElf, Dorwinion Elven Leggings
lotr:item.bootsDorwinionElf, Dorwinion Elven Boots
lotr:item.spearBladorthin, Spear of Bladorthin
lotr:item.olive, Olives
lotr:item.daleBow, Dalish Longbow
lotr:item.mugAppleJuice:0, Apple Juice
lotr:item.horseArmorDale, Dalish Horse Armor
lotr:item.npcRespawner, NPC Respawner
lotr:item.helmetRangerIthilien, Ithilien Ranger Hood
lotr:item.bodyRangerIthilien, Ithilien Ranger Tunic
lotr:item.legsRangerIthilien, Ithilien Ranger Leggings
lotr:item.bootsRangerIthilien, Ithilien Ranger Boots
lotr:item.daggerGundabadUruk, Gundabad Uruk Dagger
lotr:item.daggerGundabadUrukPoisoned, Poisoned Gundabad Uruk Dagger
lotr:item.spearGundabadUruk, Gundabad Uruk Spear
lotr:item.pikeGundabadUruk, Gundabad Uruk Pike
lotr:item.gundabadUrukBow, Gundabad Uruk Bow
lotr:item.hammerTauredain, Taurethrim Bludgeon
lotr:item.swordDorwinionElf, Dorwinion Elven Sword
lotr:item.daggerDorwinionElf, Dorwinion Elven Dagger
lotr:item.daggerDorwinionElfPoisoned, Poisoned Dorwinion Elven Dagger
lotr:item.battleaxeTauredain, Taurethrim Battleaxe
lotr:item.pikeTauredain, Taurethrim Pike
lotr:item.clubMoredain, Morwaith Club
lotr:item.oliveBread, Olive Bread
lotr:item.pikeDale, Dalish Pitchfork
lotr:item.rollingPin, Rolling Pin
lotr:item.grapeRed, Red Grapes
lotr:item.grapeWhite, Green Grapes
lotr:item.seedsGrapeRed, Red Grape Seeds
lotr:item.seedsGrapeWhite, Green Grape Seeds
lotr:item.mugWhiteWine:0, White Wine
lotr:item.mugWhiteWine:1, White Wine
lotr:item.mugWhiteWine:2, White Wine
lotr:item.mugWhiteWine:3, White Wine
lotr:item.mugWhiteWine:4, White Wine
lotr:item.mugRedGrapeJuice:0, Red Grape Juice
lotr:item.mugWhiteGrapeJuice:0, Green Grape Juice
lotr:item.polearmAngmar, Angmar Poleaxe
lotr:item.pikeDolGuldur, Dol Guldur Spike
lotr:item.turnipCooked, Roast Turnip
lotr:item.kineArawHorn, Kine of Araw Horn
lotr:item.melonSoup, Melon Soup
lotr:item.ceramicMug, Ceramic Mug
lotr:item.pikeNearHarad, Umbaric Pike
lotr:item.almond, Almond
lotr:item.wildberry, Wildberries
lotr:item.blackrootStick, Blackroot Stick
lotr:item.plum, Plum
lotr:item.helmetLossarnach, Lossarnach Helmet
lotr:item.bodyLossarnach, Lossarnach Chestplate
lotr:item.legsLossarnach, Lossarnach Leggings
lotr:item.bootsLossarnach, Lossarnach Boots
lotr:item.helmetPelargir, Pelargir Helmet
lotr:item.bodyPelargir, Pelargir Chestplate
lotr:item.legsPelargir, Pelargir Leggings
lotr:item.bootsPelargir, Pelargir Boots
lotr:item.helmetPinnathGelin, Pinnath Gelin Helmet
lotr:item.bodyPinnathGelin, Pinnath Gelin Chestplate
lotr:item.legsPinnathGelin, Pinnath Gelin Leggings
lotr:item.bootsPinnathGelin, Pinnath Gelin Boots
lotr:item.battleaxeLossarnach, Lossarnach Battleaxe
lotr:item.throwingAxeLossarnach, Lossarnach Throwing Axe
lotr:item.swordPelargir, Pelargir Eket
lotr:item.tridentPelargir, Pelargir Trident
lotr:item.mugMorgulDraught:0, Morgul-draught
lotr:item.mugMorgulDraught:1, Morgul-draught
lotr:item.mugMorgulDraught:2, Morgul-draught
lotr:item.mugMorgulDraught:3, Morgul-draught
lotr:item.mugMorgulDraught:4, Morgul-draught
lotr:item.helmetBlackroot, Blackroot Vale Helmet
lotr:item.bodyBlackroot, Blackroot Vale Chestplate
lotr:item.legsBlackroot, Blackroot Vale Leggings
lotr:item.bootsBlackroot, Blackroot Vale Boots
lotr:item.blackrootBow, Blackroot Bow
lotr:item.pikeGondor, Gondorian Pike
lotr:item.bodyDolAmrothGambeson, Dol Amroth Gambeson
lotr:item.legsDolAmrothGambeson, Dol Amroth Chaps
lotr:item.longspearDolAmroth, Dol Amroth Longspear
lotr:item.mugPlumKvass:0, Plum Kvass
lotr:item.mugPlumKvass:1, Plum Kvass
lotr:item.mugPlumKvass:2, Plum Kvass
lotr:item.mugPlumKvass:3, Plum Kvass
lotr:item.mugPlumKvass:4, Plum Kvass
lotr:item.bodyGondorGambeson, Gondorian Gambeson
lotr:item.bodyLebenninGambeson, Lebennin Gambeson
lotr:item.spearStone, Stone Spear
lotr:item.marzipan, Marchpane
lotr:item.marzipanChocolate, Chocolate Marchpane
lotr:item.daleCracker:0, Dalish Cracker
lotr:item.daleCracker:4096, Unsealed Dalish Cracker
lotr:item.daleCracker:1, Dalish Cracker
lotr:item.daleCracker:4097, Unsealed Dalish Cracker
lotr:item.daleCracker:2, Dalish Cracker
lotr:item.daleCracker:4098, Unsealed Dalish Cracker
lotr:item.daleCracker:3, Dalish Cracker
lotr:item.daleCracker:4099, Unsealed Dalish Cracker
lotr:item.daleCracker:4, Dalish Cracker
lotr:item.daleCracker:4100, Unsealed Dalish Cracker
lotr:item.partyHat, Party Hat
lotr:item.helmetLamedon, Lamedon Helmet
lotr:item.bodyLamedon, Lamedon Chestplate
lotr:item.legsLamedon, Lamedon Leggings
lotr:item.bootsLamedon, Lamedon Boots
lotr:item.horseArmorLamedon, Lamedon Horse Armor
lotr:item.bodyLamedonJacket, Lamedon Jacket
lotr:item.gobletGold, Golden Goblet
lotr:item.gobletSilver, Silver Goblet
lotr:item.gobletCopper, Copper Goblet
lotr:item.gobletWood, Wooden Cup
lotr:item.skullCup, Skull Cup
lotr:item.wineGlass, Wine Glass
lotr:item.bodyDaleGambeson, Dalish Gambeson
lotr:item.waterskin, Waterskin
lotr:item.aleHorn, Ale Horn
lotr:item.aleHornGold, Golden Ale Horn
lotr:item.horn, Horn
lotr:item.chisel, Chisel
lotr:item.ithildin, Ithildin
lotr:item.chiselIthildin, Moon-chisel
lotr:item.helmetArnor, Arnorian Helmet
lotr:item.bodyArnor, Arnorian Chestplate
lotr:item.legsArnor, Arnorian Leggings
lotr:item.bootsArnor, Arnorian Boots
lotr:item.rangerBow, Ranger Bow
lotr:item.swordRhun, Rhûnic Sword
lotr:item.daggerRhun, Rhûnic Dagger
lotr:item.daggerRhunPoisoned, Poisoned Rhûnic Dagger
lotr:item.spearRhun, Rhûnic Spear
lotr:item.polearmRhun, Rhûnic Bardiche
lotr:item.pikeRhun, Rhûnic Pike
lotr:item.helmetRhun, Rhûnic Helmet
lotr:item.bodyRhun, Rhûnic Chestplate
lotr:item.legsRhun, Rhûnic Leggings
lotr:item.bootsRhun, Rhûnic Boots
lotr:item.rhunBow, Rhûnic Bow
lotr:item.horseArmorRhunGold, Rhûnic Horse Armor
lotr:item.gildedIron, Gilded Iron Ingot
lotr:item.mugTermiteTequila:0, Termite Tequila
lotr:item.mugTermiteTequila:1, Termite Tequila
lotr:item.mugTermiteTequila:2, Termite Tequila
lotr:item.mugTermiteTequila:3, Termite Tequila
lotr:item.mugTermiteTequila:4, Termite Tequila
lotr:item.rhunFirePot, Rhûnic Fire-pot
lotr:item.yam, Yam
lotr:item.yamRoast, Roast Yam
lotr:item.bodyKaftan, Kaftan
lotr:item.legsKaftan, Kaftan Leggings
lotr:item.helmetRhunGold, Golden Rhûnic Helmet
lotr:item.bodyRhunGold, Golden Rhûnic Chestplate
lotr:item.legsRhunGold, Golden Rhûnic Leggings
lotr:item.bootsRhunGold, Golden Rhûnic Boots
lotr:item.helmetRhunWarlord, Rhûnic Warlord Helmet
lotr:item.mugSourMilk:0, Soured Milk
lotr:item.mugSourMilk:1, Soured Milk
lotr:item.mugSourMilk:2, Soured Milk
lotr:item.mugSourMilk:3, Soured Milk
lotr:item.mugSourMilk:4, Soured Milk
lotr:item.pomegranate, Pomegranate
lotr:item.mugPomegranateJuice:0, Pomegranate Juice
lotr:item.mugPomegranateWine:0, Pomegranate Wine
lotr:item.mugPomegranateWine:1, Pomegranate Wine
lotr:item.mugPomegranateWine:2, Pomegranate Wine
lotr:item.mugPomegranateWine:3, Pomegranate Wine
lotr:item.mugPomegranateWine:4, Pomegranate Wine
lotr:item.dorwinionElfBow, Dorwinion Elven Bow
lotr:item.mattockMithril, Mithril Mattock
lotr:item.manFlesh, Man-flesh
lotr:item.salt, Salt
lotr:item.saltedFlesh, Suspicious Meat
lotr:item.battleaxeRhun, Rhûnic Battleaxe
lotr:item.cornBread, Corn Bread
lotr:item.raisins, Raisins
lotr:item.swordRivendell, Rivendell Sword
lotr:item.daggerRivendell, Rivendell Dagger
lotr:item.daggerRivendellPoisoned, Poisoned Rivendell Dagger
lotr:item.spearRivendell, Rivendell Spear
lotr:item.helmetRivendell, Rivendell Helmet
lotr:item.bodyRivendell, Rivendell Chestplate
lotr:item.legsRivendell, Rivendell Leggings
lotr:item.bootsRivendell, Rivendell Boots
lotr:item.horseArmorRivendell, Rivendell Horse Armor
lotr:item.polearmRivendell, Rivendell Battlestaff
lotr:item.longspearRivendell, Rivendell Longspear
lotr:item.swordArnor, Arnorian Sword
lotr:item.daggerArnor, Arnorian Dagger
lotr:item.daggerArnorPoisoned, Poisoned Arnorian Dagger
lotr:item.spearArnor, Arnorian Spear
lotr:item.rivendellBow, Rivendell Bow
lotr:item.shovelRivendell, Rivendell Shovel
lotr:item.pickaxeRivendell, Rivendell Pickaxe
lotr:item.axeRivendell, Rivendell Axe
lotr:item.hoeRivendell, Rivendell Hoe
lotr:item.arrowPoisoned, Poisoned Arrow
lotr:item.crossbowBoltPoisoned, Poisoned Crossbow Bolt
lotr:item.balrogFire, Flame of Udûn
lotr:item.topaz, Topaz
lotr:item.amethyst, Amethyst
lotr:item.sapphire, Sapphire
lotr:item.ruby, Ruby
lotr:item.amber, Amber
lotr:item.diamond, Diamond
lotr:item.pearl, Pearl
lotr:item.coral, Coral
lotr:item.opal, Opal
lotr:item.mushroomPie, Mushroom Pie
lotr:item.emerald, Emerald
lotr:item.chilling, Chill of Daedelos
lotr:item.bountyTrophy, Headhunter's Trophy
lotr:item.swordMoredain, Morwaith Sword
lotr:item.modTemplate, %s Smith's Scroll
lotr:item.mithrilMail, Mithril Mail
lotr:item.mithrilBook, Book of True-silver
lotr:item.helmetGulfHarad, Gulfen Helmet
lotr:item.bodyGulfHarad, Gulfen Chestplate
lotr:item.legsGulfHarad, Gulfen Leggings
lotr:item.bootsGulfHarad, Gulfen Boots
lotr:item.helmetCorsair, Corsair Helmet
lotr:item.bodyCorsair, Corsair Chestplate
lotr:item.legsCorsair, Corsair Leggings
lotr:item.bootsCorsair, Corsair Boots
lotr:item.swordCorsair, Corsair Eket
lotr:item.daggerCorsair, Corsair Dagger
lotr:item.daggerCorsairPoisoned, Poisoned Corsair Dagger
lotr:item.spearCorsair, Corsair Harpoon
lotr:item.battleaxeCorsair, Corsair Battleaxe
lotr:item.helmetUmbar, Umbaric Helmet
lotr:item.bodyUmbar, Umbaric Chestplate
lotr:item.legsUmbar, Umbaric Leggings
lotr:item.bootsUmbar, Umbaric Boots
lotr:item.helmetHarnedor, Harnennor Helmet
lotr:item.bodyHarnedor, Harnennor Chestplate
lotr:item.legsHarnedor, Harnennor Leggings
lotr:item.bootsHarnedor, Harnennor Boots
lotr:item.swordHarad, Haradric Sword
lotr:item.daggerHarad, Haradric Dagger
lotr:item.daggerHaradPoisoned, Poisoned Haradric Dagger
lotr:item.spearHarad, Haradric Spear
lotr:item.pikeHarad, Haradric Pike
lotr:item.swordGulfHarad, Gulfen Khopesh
lotr:item.helmetNomad, Nomad Cap
lotr:item.bodyNomad, Nomad Tunic
lotr:item.legsNomad, Nomad Leggings
lotr:item.bootsNomad, Nomad Shoes
lotr:item.lionRug:0, Lionskin Rug
lotr:item.lionRug:1, Lionskin Rug
lotr:item.bearRug:0, Bearskin Rug
lotr:item.bearRug:1, Bearskin Rug
lotr:item.bearRug:2, Bearskin Rug
lotr:item.giraffeRug:0, Giraffeskin Rug
lotr:item.woodPlate, Wooden Plate
lotr:item.ceramicPlate, Stoneware Plate
lotr:item.horseArmorUmbar, Umbaric Horse Armor
lotr:item.daggerAncientHarad, Old-Haradric Sacrificial Dagger
lotr:item.helmetBlackNumenorean, Black Númenórean Helmet
lotr:item.bodyBlackNumenorean, Black Númenórean Chestplate
lotr:item.legsBlackNumenorean, Black Númenórean Leggings
lotr:item.bootsBlackNumenorean, Black Númenórean Boots
lotr:item.swordBlackNumenorean, Black Númenórean Sword
lotr:item.daggerBlackNumenorean, Black Númenórean Dagger
lotr:item.daggerBlackNumenoreanPoisoned, Poisoned Black Númenórean Dagger
